"317 E 14th St, New York, NY 10003, USA","317","E 14th St","New York","NY","US","10003",40.73220869999999,-73.9840159
"317 E 75th St, New York, NY 10021, USA","317","E 75th St","New York","NY","US","10021",40.7705145,-73.9558371
"318 E 70th St, New York, NY 10021, USA","318","E 70th St","New York","NY","US","10021",40.7668162,-73.95842999999999
"319 E 75th St, New York, NY 10021, USA","319","E 75th St","New York","NY","US","10021",40.7704829,-73.9557477
"320 E 49th St, Brooklyn, NY 11203, USA","320","E 49th St","undefined","NY","US","11203",40.654234,-73.931941
"3200 Broadway, Brooklyn, NY 11207, USA","3200","Broadway","undefined","NY","US","11207",40.677102,-73.90039039999999
"321 W 11th St, New York, NY 10014, USA","321","W 11th St","New York","NY","US","10014",40.7358323,-74.0072588
"322 Bleecker St, New York, NY 10014, USA","322","Bleecker St","New York","NY","US","10014",40.7331257,-74.0042306
"322 Columbus Ave, New York, NY 10023, USA","322","Columbus Ave","New York","NY","US","10023",40.779715,-73.977508
"322 E 39th St, New York, NY 10016, USA","322","E 39th St","New York","NY","US","10016",40.747274,-73.972662
"323 Madison St, New York, NY 10002, USA","323","Madison St","New York","NY","US","10002",40.7134618,-73.9834944
"323 W 96th St, New York, NY 10025, USA","323","W 96th St","New York","NY","US","10025",40.7958723,-73.97418189999999
"324 E 3rd St, New York, NY 10009, USA","324","E 3rd St","New York","NY","US","10009",40.7207402,-73.9786421
"324 E 73rd St, New York, NY 10021, USA","324","E 73rd St","New York","NY","US","10021",40.7687647,-73.9566898
"324 E 91st St, New York, NY 10128, USA","324","E 91st St","New York","NY","US","10128",40.7803598,-73.9481768
"324 W 49th St, New York, NY 10019, USA","324","W 49th St","New York","NY","US","10019",40.7620759,-73.9880685
"325 1st Avenue, New York, NY 10003, USA","325","1st Avenue","New York","NY","US","10003",40.73435380000001,-73.98060060000002
"325 E 48th St, New York, NY 10017, USA","325","E 48th St","New York","NY","US","10017",40.75325109999999,-73.9681073
"326 E 65th St, New York, NY 10065, USA","326","E 65th St","New York","NY","US","10065",40.7638504,-73.9606538
"328 W 34th St, New York, NY 10001, USA","328","W 34th St","New York","NY","US","10001",40.75256979999999,-73.9949978
"328 E 53rd St, New York, NY 10022, USA","328","E 53rd St","New York","NY","US","10022",40.7561402,-73.9661005
"328 E 55th St, Brooklyn, NY 11203, USA","328","E 55th St","undefined","NY","US","11203",40.64979599999999,-73.92562
"328 E 78th St, New York, NY 10075, USA","328","E 78th St","New York","NY","US","10075",40.771994,-73.9545012
"329 Amsterdam Ave, New York, NY 10023, USA","329","Amsterdam Ave","New York","NY","US","10023",40.7808931,-73.97973379999999
"33 E 1st St, New York, NY 10003, USA","33","E 1st St","New York","NY","US","10003",40.72371320000001,-73.9904713
"33 Convent Ave, New York, NY 10027, USA","33","Convent Ave","New York","NY","US","10027",40.81404999999999,-73.9529391
"33 Greenwich Ave, New York, NY 10014, USA","33","Greenwich Ave","New York","NY","US","10014",40.7346153,-74.0001686
"33 West End Ave, New York, NY 10023, USA","33","West End Ave","New York","NY","US","10023",40.7733326,-73.9901478
"330 E 38th St, New York, NY 10016, USA","330","E 38th St","New York","NY","US","10016",40.7463583,-73.9725287
"330 W 58th St, New York, NY 10019, USA","330","W 58th St","New York","NY","US","10019",40.7677126,-73.9836472
"331 Greenwich St, New York, NY 10013, USA","331","Greenwich St","New York","NY","US","10013",40.7177596,-74.01032599999999
"333 W 56th St, New York, NY 10019, USA","333","W 56th St","New York","NY","US","10019",40.7669499,-73.9851656
"333 W 57th St, New York, NY 10019, USA","333","W 57th St","New York","NY","US","10019",40.7676788,-73.9845643
"334 1st Avenue, New York, NY 10009, USA","334","1st Avenue","New York","NY","US","10009",40.7343903,-73.979742
"334 E 54th St, New York, NY 10022, USA","334","E 54th St","New York","NY","US","10022",40.7566545,-73.96550570000001
"330-334 E 65th St, New York, NY 10021, USA","330-334","E 65th St","New York","NY","US","10021",40.7635689,-73.960471
"3345 Broadway, Brooklyn, NY 11207, USA","3345","Broadway","undefined","NY","US","11207",40.67712480000001,-73.9003678
"335 1st Avenue, New York, NY 10003, USA","335","1st Avenue","New York","NY","US","10003",40.734811,-73.98040999999999
"335 E 65th St, New York, NY 10065, USA","335","E 65th St","New York","NY","US","10065",40.76392489999999,-73.96003859999999
"3357 Broadway, Brooklyn, NY 11207, USA","3357","Broadway","undefined","NY","US","11207",40.67712480000001,-73.9003678
"336 E 13th St, New York, NY 10003, USA","336","E 13th St","New York","NY","US","10003",40.73094640000001,-73.9842348
"336 E 56th St, New York, NY 10022, USA","336","E 56th St","New York","NY","US","10022",40.757889,-73.9643703
"337 E 81st St, New York, NY 10028, USA","337","E 81st St","New York","NY","US","10028",40.7742581,-73.9526794
"337 E 9th St, New York, NY 10003, USA","337","E 9th St","New York","NY","US","10003",40.728641,-73.9855159
"337 Pleasant Ave, New York, NY 10035, USA","337","Pleasant Ave","New York","NY","US","10035",40.79637690000001,-73.93251339999999
"338 E 65th St, New York, NY 10065, USA","338","E 65th St","New York","NY","US","10065",40.7635842,-73.9602772
"339 8th Ave, New York, NY 10001, USA","339","8th Ave","New York","NY","US","10001",40.74765499999999,-73.9971554
"339 E 5th St, New York, NY 10003, USA","339","E 5th St","New York","NY","US","10003",40.72621169999999,-73.9871933
"34 W 11th St, New York, NY 10011, USA","34","W 11th St","New York","NY","US","10011",40.734407,-73.996521
"34 E 7th St, New York, NY 10003, USA","34","E 7th St","New York","NY","US","10003",40.72817,-73.98913399999999
"341 E 5th St, Brooklyn, NY 11218, USA","341","E 5th St","undefined","NY","US","11218",40.64401299999999,-73.975348
"341 St Nicholas Ave, Ridgewood, NY 11385, USA","341","St Nicholas Ave","undefined","NY","US","11385",40.7006818,-73.9094844
"342 E 22nd St, New York, NY 10010, USA","342","E 22nd St","New York","NY","US","10010",40.7362481,-73.9793968
"342 E 71st St, New York, NY 10021, USA","342","E 71st St","New York","NY","US","10021",40.7670844,-73.9570059
"343 E 66th St, New York, NY 10065, USA","343","E 66th St","New York","NY","US","10065",40.76424049999999,-73.9590945
"344 Broadway, New York, NY 10013, USA","344","Broadway","New York","NY","US","10013",40.71652479999999,-74.0041109

"345 E 72nd St, New York, NY 10021, USA","345","E 72nd St","New York","NY","US","10021",40.7683216,-73.95682459999999
"3458 Broadway, Brooklyn, NY 11207, USA","3458","Broadway","undefined","NY","US","11207",40.677102,-73.90039039999999
"346 E 21st St, New York, NY 10010, USA","346","E 21st St","New York","NY","US","10010",40.73561249999999,-73.97987429999999
"346 E 63rd St, New York, NY 10065, USA","346","E 63rd St","New York","NY","US","10065",40.76211970000001,-73.9604784
"346 E 76th St, New York, NY 10021, USA","346","E 76th St","New York","NY","US","10021",40.7707262,-73.955452
"347 W 44th St, New York, NY 10036, USA","347","W 44th St","New York","NY","US","10036",40.7595979,-73.99080570000001
"347 W 53rd St, New York, NY 10019, USA","347","W 53rd St","New York","NY","US","10019",40.7651562,-73.9866475
"3476 Broadway, Brooklyn, NY 11207, USA","3476","Broadway","undefined","NY","US","11207",40.677102,-73.90039039999999
"348 E 62nd St, New York, NY 10065, USA","348","E 62nd St","New York","NY","US","10065",40.7615977,-73.9614117
"348 E 66th St, New York, NY 10065, USA","348","E 66th St","New York","NY","US","10065",40.7640682,-73.95944469999999
"349 E 61st St, New York, NY 10065, USA","349","E 61st St","New York","NY","US","10065",40.7612809,-73.961461
"35 Allen St, New York, NY 10002, USA","35","Allen St","New York","NY","US","10002",40.7159865,-73.99234009999999
"350 E 20th St, New York, NY 10003, USA","350","E 20th St","New York","NY","US","10003",40.73510929999999,-73.9804415
